"bootstrap","lambda_min","coef_Intercept","coef_Depth","coef_temperature"
329,0.00161030062850759,7.40926631662411,-0.766663138892089,0.00814433423331075
330,0.00153962596422721,7.38126553625349,-0.726049565005102,0.00814382039345946
331,0.00143812420064627,7.33401254136326,-0.71661105807661,0.00995168153521774
332,0.00216300582241397,7.44712350137815,-0.765183601333104,0.00778711860464485
333,0.00153289742093011,7.3482412879262,-0.730040023338149,0.00822593916091891
334,0.00649799141013048,7.41504816735734,-0.751270888008299,0.0076815363114498
335,0.0015852761046616,7.41638338335464,-0.767654918368734,0.00969366023541684
336,0.00162483408543728,7.41007409334871,-0.801134679377271,0.0117760353908537
337,0.00150597682006044,7.3657202323855,-0.738654949671551,0.0100701381608623
338,0.00339254066779553,7.42937015003422,-0.781044925097013,0.0102189730472676
339,0.00209252889767138,7.39618141835976,-0.734290856983934,0.00717456347216772
340,0.00502102727928142,7.36894432683054,-0.72992166454952,0.010653991830054
341,0.00296192272648509,7.37513127634586,-0.789780821605645,0.0139435675556294
342,0.00230520069513347,7.42367285930445,-0.736872260149932,0.00626886774316184
343,0.00488102132666415,7.28279542914274,-0.679042122599985,0.00602082702355723
344,0.00224926733487227,7.3731911131353,-0.745620576971813,0.00875641345974276
345,0.00158700178865399,7.39879888048461,-0.73968793184344,0.00678394197233244
346,0.00158503008782377,7.41307497660359,-0.758367751647689,0.00864642036575941
347,0.00584298569408922,7.3872676301305,-0.729050579186322,0.00681942176102321
348,0.00267669379974262,7.35094831574987,-0.702471769709457,0.00610164528563256
349,0.00163003298839847,7.44036303625512,-0.764607407577041,0.00841613200288244
350,0.00401851721003329,7.41413241593192,-0.737736360615536,0.00681231970414456
351,0.00147485686739039,7.3098855282717,-0.715267216094445,0.00821099272728559
352,0.00162077036315482,7.40608931669114,-0.771402671273064,0.0101423507351372
353,0.00161223266832875,7.42455475275505,-0.72635423612745,0.00453236199928564
354,0.00148487374179381,7.38560309628919,-0.762007269172356,0.0109475048603276
355,0.00155381410077774,7.37681978170291,-0.715003183211305,0.00616246870981948
356,0.00150294141663274,7.34740543088901,-0.715149535820462,0.00769415205645241
357,0.00414674502812807,7.41441026501619,-0.758816391433751,0.00677161065923196
358,0.00158941374450159,7.45365485639901,-0.74242514397239,0.00705700522988794
359,0.00152838413598031,7.40347027825616,-0.75761756468355,0.0102412137128313
360,0.00537156059722954,7.32849890661152,-0.70844517929325,0.00812176871789884
361,0.00150765519057407,7.38649233906753,-0.746951973503821,0.0102484466252018
362,0.00160465106082475,7.45597995476898,-0.789489058705901,0.0112433483945986
363,0.00392479200596974,7.38531004380768,-0.749695254104186,0.00878953673610187
364,0.00146343398385381,7.35052902742763,-0.736270013449852,0.0108182676306947
365,0.00251950529551184,7.36611405502954,-0.750039483952023,0.00889927672309549
366,0.00149480260886051,7.32124008243458,-0.71433416064404,0.00767323913911473
367,0.00159609246055046,7.40340505761727,-0.715351834447239,0.00520384138790425
368,0.00170523760612343,7.38936536738039,-0.736530649692926,0.00836397930884442
369,0.00154252301928144,7.38992880859562,-0.744783631270468,0.00942682251001688
370,0.00165475761206528,7.48371854789256,-0.781437238868228,0.00782954018701462
371,0.0016225048249654,7.41026764456817,-0.769734431044306,0.00876147401323194
372,0.0114422931791685,7.42220101204774,-0.752546176706568,0.00811634702580705
373,0.00159601538169617,7.37823693678041,-0.751726313555449,0.00735133343125407
